ds,y,estacion,tramo,dia_semana,es_feriado,hora
2024-01-08 03:00:00,0,Naranjal,Norte,0,False,3
2024-01-08 04:00:00,1,Naranjal,Norte,0,False,4
2024-01-08 05:00:00,500,Naranjal,Norte,0,False,5
2024-01-08 06:00:00,1940,Naranjal,Norte,0,False,6
2024-01-08 07:00:00,4090,Naranjal,Norte,0,False,7
2024-01-08 08:00:00,3870,Naranjal,Norte,0,False,8
2024-01-08 09:00:00,2459,Naranjal,Norte,0,False,9
2024-01-08 10:00:00,877,Naranjal,Norte,0,False,10
2024-01-08 11:00:00,780,Naranjal,Norte,0,False,11
2024-01-08 12:00:00,666,Naranjal,Norte,0,False,12
2024-01-08 13:00:00,580,Naranjal,Norte,0,False,13
2024-01-08 14:00:00,582,Naranjal,Norte,0,False,14
2024-01-08 15:00:00,944,Naranjal,Norte,0,False,15
2024-01-08 16:00:00,1663,Naranjal,Norte,0,False,16
2024-01-08 17:00:00,3103,Naranjal,Norte,0,False,17
2024-01-08 18:00:00,3644,Naranjal,Norte,0,False,18
2024-01-08 19:00:00,2732,Naranjal,Norte,0,False,19
2024-01-08 20:00:00,1290,Naranjal,Norte,0,False,20
2024-01-08 21:00:00,396,Naranjal,Norte,0,False,21
2024-01-08 22:00:00,96,Naranjal,Norte,0,False,22
2024-01-08 23:00:00,0,Naranjal,Norte,0,False,23
2024-01-09 00:00:00,0,Naranjal,Norte,1,False,0
2024-01-09 01:00:00,0,Naranjal,Norte,1,False,1
2024-01-09 02:00:00,0,Naranjal,Norte,1,False,2
2024-01-09 03:00:00,0,Naranjal,Norte,1,False,3
2024-01-09 04:00:00,1,Naranjal,Norte,1,False,4
2024-01-09 05:00:00,491,Naranjal,Norte,1,False,5
2024-01-09 06:00:00,1899,Naranjal,Norte,1,False,6
2024-01-09 07:00:00,3346,Naranjal,Norte,1,False,7
2024-01-09 08:00:00,4004,Naranjal,Norte,1,False,8
2024-01-09 09:00:00,2268,Naranjal,Norte,1,False,9
2024-01-09 10:00:00,999,Naranjal,Norte,1,False,10
2024-01-09 11:00:00,678,Naranjal,Norte,1,False,11
2024-01-09 12:00:00,540,Naranjal,Norte,1,False,12
2024-01-09 13:00:00,575,Naranjal,Norte,1,False,13
2024-01-09 14:00:00,686,Naranjal,Norte,1,False,14
2024-01-09 15:00:00,947,Naranjal,Norte,1,False,15
2024-01-09 16:00:00,1789,Naranjal,Norte,1,False,16
2024-01-09 17:00:00,4013,Naranjal,Norte,1,False,17
2024-01-09 18:00:00,3678,Naranjal,Norte,1,False,18
2024-01-09 19:00:00,3065,Naranjal,Norte,1,False,19
2024-01-09 20:00:00,1544,Naranjal,Norte,1,False,20
2024-01-09 21:00:00,497,Naranjal,Norte,1,False,21
2024-01-09 22:00:00,97,Naranjal,Norte,1,False,22
2024-01-09 23:00:00,0,Naranjal,Norte,1,False,23
2024-01-10 00:00:00,0,Naranjal,Norte,2,False,0
2024-01-10 01:00:00,0,Naranjal,Norte,2,False,1
2024-01-10 02:00:00,0,Naranjal,Norte,2,False,2
2024-01-10 03:00:00,0,Naranjal,Norte,2,False,3
2024-01-10 04:00:00,2,Naranjal,Norte,2,False,4
2024-01-10 05:00:00,393,Naranjal,Norte,2,False,5
2024-01-10 06:00:00,2018,Naranjal,Norte,2,False,6
2024-01-10 07:00:00,3169,Naranjal,Norte,2,False,7
2024-01-10 08:00:00,3683,Naranjal,Norte,2,False,8
2024-01-10 09:00:00,2381,Naranjal,Norte,2,False,9
2024-01-10 10:00:00,907,Naranjal,Norte,2,False,10
2024-01-10 11:00:00,547,Naranjal,Norte,2,False,11
2024-01-10 12:00:00,582,Naranjal,Norte,2,False,12
2024-01-10 13:00:00,678,Naranjal,Norte,2,False,13
2024-01-10 14:00:00,605,Naranjal,Norte,2,False,14
2024-01-10 15:00:00,920,Naranjal,Norte,2,False,15
2024-01-10 16:00:00,1709,Naranjal,Norte,2,False,16
2024-01-10 17:00:00,2708,Naranjal,Norte,2,False,17
2024-01-10 18:00:00,4226,Naranjal,Norte,2,False,18
2024-01-10 19:00:00,2927,Naranjal,Norte,2,False,19
2024-01-10 20:00:00,1125,Naranjal,Norte,2,False,20
2024-01-10 21:00:00,475,Naranjal,Norte,2,False,21
2024-01-10 22:00:00,94,Naranjal,Norte,2,False,22
2024-01-10 23:00:00,0,Naranjal,Norte,2,False,23
2024-01-11 00:00:00,0,Naranjal,Norte,3,False,0
2024-01-11 01:00:00,0,Naranjal,Norte,3,False,1
2024-01-11 02:00:00,0,Naranjal,Norte,3,False,2
2024-01-11 03:00:00,0,Naranjal,Norte,3,False,3
2024-01-11 04:00:00,1,Naranjal,Norte,3,False,4
2024-01-11 05:00:00,467,Naranjal,Norte,3,False,5
2024-01-11 06:00:00,1799,Naranjal,Norte,3,False,6
2024-01-11 07:00:00,3532,Naranjal,Norte,3,False,7
2024-01-11 08:00:00,4548,Naranjal,Norte,3,False,8
2024-01-11 09:00:00,2234,Naranjal,Norte,3,False,9
2024-01-11 10:00:00,788,Naranjal,Norte,3,False,10
2024-01-11 11:00:00,670,Naranjal,Norte,3,False,11
2024-01-11 12:00:00,759,Naranjal,Norte,3,False,12
2024-01-11 13:00:00,700,Naranjal,Norte,3,False,13
2024-01-11 14:00:00,553,Naranjal,Norte,3,False,14
2024-01-11 15:00:00,857,Naranjal,Norte,3,False,15
2024-01-11 16:00:00,1917,Naranjal,Norte,3,False,16
2024-01-11 17:00:00,2692,Naranjal,Norte,3,False,17
2024-01-11 18:00:00,3635,Naranjal,Norte,3,False,18
2024-01-11 19:00:00,2966,Naranjal,Norte,3,False,19
2024-01-11 20:00:00,1279,Naranjal,Norte,3,False,20
2024-01-11 21:00:00,464,Naranjal,Norte,3,False,21
2024-01-11 22:00:00,68,Naranjal,Norte,3,False,22
2024-01-11 23:00:00,0,Naranjal,Norte,3,False,23
2024-01-12 00:00:00,0,Naranjal,Norte,4,False,0
2024-01-12 01:00:00,0,Naranjal,Norte,4,False,1
2024-01-12 02:00:00,0,Naranjal,Norte,4,False,2
2024-01-12 03:00:00,0,Naranjal,Norte,4,False,3
2024-01-12 04:00:00,1,Naranjal,Norte,4,False,4
2024-01-12 05:00:00,490,Naranjal,Norte,4,False,5
2024-01-12 06:00:00,2161,Naranjal,Norte,4,False,6
2024-01-12 07:00:00,3236,Naranjal,Norte,4,False,7
2024-01-12 08:00:00,4316,Naranjal,Norte,4,False,8
2024-01-12 09:00:00,2150,Naranjal,Norte,4,False,9
2024-01-12 10:00:00,813,Naranjal,Norte,4,False,10
2024-01-12 11:00:00,642,Naranjal,Norte,4,False,11
2024-01-12 12:00:00,639,Naranjal,Norte,4,False,12
2024-01-12 13:00:00,597,Naranjal,Norte,4,False,13
2024-01-12 14:00:00,657,Naranjal,Norte,4,False,14
2024-01-12 15:00:00,866,Naranjal,Norte,4,False,15
2024-01-12 16:00:00,1721,Naranjal,Norte,4,False,16
2024-01-12 17:00:00,3089,Naranjal,Norte,4,False,17
2024-01-12 18:00:00,4033,Naranjal,Norte,4,False,18
2024-01-12 19:00:00,2412,Naranjal,Norte,4,False,19
2024-01-12 20:00:00,1711,Naranjal,Norte,4,False,20
2024-01-12 21:00:00,375,Naranjal,Norte,4,False,21
2024-01-12 22:00:00,99,Naranjal,Norte,4,False,22
2024-01-12 23:00:00,0,Naranjal,Norte,4,False,23
2024-01-13 00:00:00,0,Naranjal,Norte,5,False,0
2024-01-13 01:00:00,0,Naranjal,Norte,5,False,1
2024-01-13 02:00:00,0,Naranjal,Norte,5,False,2
2024-01-13 03:00:00,0,Naranjal,Norte,5,False,3
2024-01-13 04:00:00,1,Naranjal,Norte,5,False,4
2024-01-13 05:00:00,394,Naranjal,Norte,5,False,5
2024-01-13 06:00:00,1467,Naranjal,Norte,5,False,6
2024-01-13 07:00:00,2638,Naranjal,Norte,5,False,7
2024-01-13 08:00:00,3161,Naranjal,Norte,5,False,8
2024-01-13 09:00:00,1660,Naranjal,Norte,5,False,9
2024-01-13 10:00:00,731,Naranjal,Norte,5,False,10
2024-01-13 11:00:00,489,Naranjal,Norte,5,False,11
2024-01-13 12:00:00,431,Naranjal,Norte,5,False,12
2024-01-13 13:00:00,450,Naranjal,Norte,5,False,13
2024-01-13 14:00:00,526,Naranjal,Norte,5,False,14
2024-01-13 15:00:00,717,Naranjal,Norte,5,False,15
2024-01-13 16:00:00,1274,Naranjal,Norte,5,False,16
2024-01-13 17:00:00,2199,Naranjal,Norte,5,False,17
2024-01-13 18:00:00,2944,Naranjal,Norte,5,False,18
2024-01-13 19:00:00,1943,Naranjal,Norte,5,False,19
2024-01-13 20:00:00,1116,Naranjal,Norte,5,False,20
2024-01-13 21:00:00,343,Naranjal,Norte,5,False,21
2024-01-13 22:00:00,74,Naranjal,Norte,5,False,22
2024-01-13 23:00:00,0,Naranjal,Norte,5,False,23
2024-01-14 00:00:00,0,Naranjal,Norte,6,False,0
2024-01-14 01:00:00,0,Naranjal,Norte,6,False,1
2024-01-14 02:00:00,0,Naranjal,Norte,6,False,2
2024-01-14 03:00:00,0,Naranjal,Norte,6,False,3
2024-01-14 04:00:00,1,Naranjal,Norte,6,False,4
2024-01-14 05:00:00,258,Naranjal,Norte,6,False,5
2024-01-14 06:00:00,1073,Naranjal,Norte,6,False,6
2024-01-14 07:00:00,2052,Naranjal,Norte,6,False,7
2024-01-14 08:00:00,2147,Naranjal,Norte,6,False,8
2024-01-14 09:00:00,1252,Naranjal,Norte,6,False,9
2024-01-14 10:00:00,455,Naranjal,Norte,6,False,10
2024-01-14 11:00:00,408,Naranjal,Norte,6,False,11
2024-01-14 12:00:00,310,Naranjal,Norte,6,False,12
2024-01-14 13:00:00,307,Naranjal,Norte,6,False,13
2024-01-14 14:00:00,401,Naranjal,Norte,6,False,14
2024-01-14 15:00:00,535,Naranjal,Norte,6,False,15
2024-01-14 16:00:00,995,Naranjal,Norte,6,False,16
2024-01-14 17:00:00,1694,Naranjal,Norte,6,False,17
2024-01-14 18:00:00,1912,Naranjal,Norte,6,False,18
2024-01-14 19:00:00,1379,Naranjal,Norte,6,False,19
2024-01-14 20:00:00,782,Naranjal,Norte,6,False,20
2024-01-14 21:00:00,239,Naranjal,Norte,6,False,21
2024-01-14 22:00:00,61,Naranjal,Norte,6,False,22
2024-01-14 23:00:00,0,Naranjal,Norte,6,False,23
2024-01-15 00:00:00,0,Naranjal,Norte,0,False,0
2024-01-15 01:00:00,0,Naranjal,Norte,0,False,1
2024-01-15 02:00:00,0,Naranjal,Norte,0,False,2
2024-01-15 03:00:00,0,Naranjal,Norte,0,False,3
2024-01-15 04:00:00,1,Naranjal,Norte,0,False,4
2024-01-15 05:00:00,496,Naranjal,Norte,0,False,5
2024-01-15 06:00:00,1935,Naranjal,Norte,0,False,6
2024-01-15 07:00:00,3588,Naranjal,Norte,0,False,7
2024-01-15 08:00:00,3685,Naranjal,Norte,0,False,8
2024-01-15 09:00:00,2198,Naranjal,Norte,0,False,9
2024-01-15 10:00:00,771,Naranjal,Norte,0,False,10
2024-01-15 11:00:00,527,Naranjal,Norte,0,False,11
2024-01-15 12:00:00,582,Naranjal,Norte,0,False,12
2024-01-15 13:00:00,622,Naranjal,Norte,0,False,13
2024-01-15 14:00:00,673,Naranjal,Norte,0,False,14
2024-01-15 15:00:00,1034,Naranjal,Norte,0,False,15
2024-01-15 16:00:00,1848,Naranjal,Norte,0,False,16
2024-01-15 17:00:00,2852,Naranjal,Norte,0,False,17
2024-01-15 18:00:00,3475,Naranjal,Norte,0,False,18
2024-01-15 19:00:00,2478,Naranjal,Norte,0,False,19
2024-01-15 20:00:00,1408,Naranjal,Norte,0,False,20
2024-01-15 21:00:00,453,Naranjal,Norte,0,False,21
2024-01-15 22:00:00,104,Naranjal,Norte,0,False,22
2024-01-15 23:00:00,0,Naranjal,Norte,0,False,23
2024-01-16 00:00:00,0,Naranjal,Norte,1,False,0
2024-01-16 01:00:00,0,Naranjal,Norte,1,False,1
2024-01-16 02:00:00,0,Naranjal,Norte,1,False,2
2024-01-16 03:00:00,0,Naranjal,Norte,1,False,3
2024-01-16 04:00:00,1,Naranjal,Norte,1,False,4
2024-01-16 05:00:00,464,Naranjal,Norte,1,False,5
2024-01-16 06:00:00,1932,Naranjal,Norte,1,False,6
2024-01-16 07:00:00,3785,Naranjal,Norte,1,False,7
2024-01-16 08:00:00,3905,Naranjal,Norte,1,False,8
2024-01-16 09:00:00,1982,Naranjal,Norte,1,False,9
2024-01-16 10:00:00,904,Naranjal,Norte,1,False,10
2024-01-16 11:00:00,644,Naranjal,Norte,1,False,11
2024-01-16 12:00:00,718,Naranjal,Norte,1,False,12
2024-01-16 13:00:00,696,Naranjal,Norte,1,False,13
2024-01-16 14:00:00,793,Naranjal,Norte,1,False,14
2024-01-16 15:00:00,832,Naranjal,Norte,1,False,15
2024-01-16 16:00:00,1851,Naranjal,Norte,1,False,16
2024-01-16 17:00:00,2952,Naranjal,Norte,1,False,17
2024-01-16 18:00:00,4244,Naranjal,Norte,1,False,18
2024-01-16 19:00:00,2532,Naranjal,Norte,1,False,19
2024-01-16 20:00:00,1292,Naranjal,Norte,1,False,20
2024-01-16 21:00:00,439,Naranjal,Norte,1,False,21
2024-01-16 22:00:00,79,Naranjal,Norte,1,False,22
2024-01-16 23:00:00,0,Naranjal,Norte,1,False,23
2024-01-17 00:00:00,0,Naranjal,Norte,2,False,0
2024-01-17 01:00:00,0,Naranjal,Norte,2,False,1
2024-01-17 02:00:00,0,Naranjal,Norte,2,False,2
2024-01-17 03:00:00,0,Naranjal,Norte,2,False,3
2024-01-17 04:00:00,1,Naranjal,Norte,2,False,4
2024-01-17 05:00:00,456,Naranjal,Norte,2,False,5
2024-01-17 06:00:00,1720,Naranjal,Norte,2,False,6
2024-01-17 07:00:00,3967,Naranjal,Norte,2,False,7
2024-01-17 08:00:00,3357,Naranjal,Norte,2,False,8
2024-01-17 09:00:00,2542,Naranjal,Norte,2,False,9
2024-01-17 10:00:00,1008,Naranjal,Norte,2,False,10
2024-01-17 11:00:00,585,Naranjal,Norte,2,False,11
2024-01-17 12:00:00,519,Naranjal,Norte,2,False,12
2024-01-17 13:00:00,721,Naranjal,Norte,2,False,13
2024-01-17 14:00:00,645,Naranjal,Norte,2,False,14
2024-01-17 15:00:00,1013,Naranjal,Norte,2,False,15
2024-01-17 16:00:00,1431,Naranjal,Norte,2,False,16
2024-01-17 17:00:00,2725,Naranjal,Norte,2,False,17
2024-01-17 18:00:00,3484,Naranjal,Norte,2,False,18
2024-01-17 19:00:00,2767,Naranjal,Norte,2,False,19
2024-01-17 20:00:00,1347,Naranjal,Norte,2,False,20
2024-01-17 21:00:00,496,Naranjal,Norte,2,False,21
2024-01-17 22:00:00,90,Naranjal,Norte,2,False,22
2024-01-17 23:00:00,0,Naranjal,Norte,2,False,23
2024-01-18 00:00:00,0,Naranjal,Norte,3,False,0
2024-01-18 01:00:00,0,Naranjal,Norte,3,False,1
2024-01-18 02:00:00,0,Naranjal,Norte,3,False,2
2024-01-18 03:00:00,0,Naranjal,Norte,3,False,3
2024-01-18 04:00:00,1,Naranjal,Norte,3,False,4
2024-01-18 05:00:00,546,Naranjal,Norte,3,False,5
2024-01-18 06:00:00,1952,Naranjal,Norte,3,False,6
2024-01-18 07:00:00,3498,Naranjal,Norte,3,False,7
2024-01-18 08:00:00,4468,Naranjal,Norte,3,False,8
2024-01-18 09:00:00,2174,Naranjal,Norte,3,False,9
2024-01-18 10:00:00,1008,Naranjal,Norte,3,False,10
2024-01-18 11:00:00,618,Naranjal,Norte,3,False,11
2024-01-18 12:00:00,756,Naranjal,Norte,3,False,12
2024-01-18 13:00:00,747,Naranjal,Norte,3,False,13
2024-01-18 14:00:00,637,Naranjal,Norte,3,False,14
2024-01-18 15:00:00,989,Naranjal,Norte,3,False,15
2024-01-18 16:00:00,1813,Naranjal,Norte,3,False,16
2024-01-18 17:00:00,3296,Naranjal,Norte,3,False,17
2024-01-18 18:00:00,3146,Naranjal,Norte,3,False,18
2024-01-18 19:00:00,2944,Naranjal,Norte,3,False,19
2024-01-18 20:00:00,1560,Naranjal,Norte,3,False,20
2024-01-18 21:00:00,385,Naranjal,Norte,3,False,21
2024-01-18 22:00:00,88,Naranjal,Norte,3,False,22
2024-01-18 23:00:00,0,Naranjal,Norte,3,False,23
2024-01-19 00:00:00,0,Naranjal,Norte,4,False,0
2024-01-19 01:00:00,0,Naranjal,Norte,4,False,1
2024-01-19 02:00:00,0,Naranjal,Norte,4,False,2
2024-01-19 03:00:00,0,Naranjal,Norte,4,False,3
2024-01-19 04:00:00,2,Naranjal,Norte,4,False,4
2024-01-19 05:00:00,417,Naranjal,Norte,4,False,5
2024-01-19 06:00:00,1568,Naranjal,Norte,4,False,6
2024-01-19 07:00:00,3760,Naranjal,Norte,4,False,7
2024-01-19 08:00:00,4017,Naranjal,Norte,4,False,8
2024-01-19 09:00:00,2142,Naranjal,Norte,4,False,9
2024-01-19 10:00:00,716,Naranjal,Norte,4,False,10
2024-01-19 11:00:00,608,Naranjal,Norte,4,False,11
